92925.978000,20307.674000,2645.000000
92935.978000,20307.674000,2645.000000
92925.978000,20317.674000,2645.000000
92945.978000,20307.674000,2645.000000
92955.978000,20307.674000,2645.000000
92965.978000,20307.674000,2645.000000
92965.978000,20317.674000,2645.000000
93155.978000,20307.674000,2645.000000
93155.978000,20317.674000,2645.000000
93165.978000,20307.674000,2645.000000
93165.978000,20317.674000,2645.000000
92925.978000,20327.674000,2645.000000
92925.978000,20337.674000,2645.000000
92965.978000,20327.674000,2645.000000
92965.978000,20337.674000,2645.000000
93155.978000,20327.674000,2645.000000
93165.978000,20327.674000,2645.000000
92925.978000,20347.674000,2645.000000
92925.978000,20357.674000,2645.000000
92965.978000,20347.674000,2645.000000
92965.978000,20357.674000,2645.000000
92925.978000,20367.674000,2645.000000
92925.978000,20377.674000,2645.000000
92965.978000,20367.674000,2645.000000
92965.978000,20377.674000,2645.000000
92925.978000,20387.674000,2645.000000
92925.978000,20397.674000,2645.000000
92965.978000,20387.674000,2645.000000
92975.978000,20397.674000,2645.000000
92925.978000,20407.674000,2645.000000
92925.978000,20417.674000,2645.000000
92985.978000,20407.674000,2645.000000
92995.978000,20417.674000,2645.000000
92925.978000,20427.674000,2645.000000
92925.978000,20437.674000,2645.000000
93005.978000,20427.674000,2645.000000
93015.978000,20437.674000,2645.000000
92925.978000,20447.674000,2645.000000
92925.978000,20457.674000,2645.000000
93025.978000,20447.674000,2645.000000
93035.978000,20457.674000,2645.000000
92925.978000,20467.674000,2645.000000
92925.978000,20477.674000,2645.000000
93035.978000,20467.674000,2645.000000
93025.978000,20477.674000,2645.000000
92925.978000,20487.674000,2645.000000
92925.978000,20497.674000,2645.000000
93015.978000,20487.674000,2645.000000
93005.978000,20497.674000,2645.000000
92925.978000,20507.674000,2645.000000
92925.978000,20517.674000,2645.000000
92995.978000,20507.674000,2645.000000
92985.978000,20517.674000,2645.000000
92925.978000,20527.674000,2645.000000
92925.978000,20537.674000,2645.000000
92975.978000,20527.674000,2645.000000
92975.978000,20537.674000,2645.000000
92925.978000,20547.674000,2645.000000
92925.978000,20557.674000,2645.000000
92935.978000,20557.674000,2645.000000
92945.978000,20557.674000,2645.000000
92955.978000,20557.674000,2645.000000
92965.978000,20547.674000,2645.000000
92965.978000,20317.674000,2635.000000
92965.978000,20327.674000,2635.000000
92965.978000,20337.674000,2635.000000
92965.978000,20347.674000,2635.000000
92965.978000,20357.674000,2635.000000
92965.978000,20367.674000,2635.000000
92965.978000,20377.674000,2635.000000
93005.978000,20427.674000,2635.000000
93015.978000,20437.674000,2635.000000
92925.978000,20307.674000,2655.000000
92935.978000,20307.674000,2655.000000
92925.978000,20317.674000,2655.000000
92945.978000,20307.674000,2655.000000
92955.978000,20307.674000,2655.000000
